invoice_no,invoice_date,customer_id,sku,quantity,list_price,net_sales,branch,rep_id,freight_charged
INV-102193,2024-02-12,C-387,SKU-00021,1,453.00,78.81,Sydney,R-17,2.91
INV-102194,2025-09-07,C-368,SKU-00003,20,237.00,90.40,Sydney,R-18,20.86
INV-102195,2024-05-07,C-262,SKU-00030,5,439.00,81.35,Adelaide,R-12,29.45
INV-102196,2024-10-09,C-222,SKU-00016,19,574.00,87.78,Melbourne,R-14,20.33
INV-102197,2025-04-11,C-072,SKU-00050,7,201.00,88.27,Perth,R-12,42.78
INV-102198,2024-06-16,C-171,SKU-00044,19,183.00,77.90,Sydney,R-09,26.30
INV-102199,2025-06-01,C-127,SKU-00042,4,292.00,74.12,Perth,R-09,7.12
INV-102200,2024-09-07,C-248,SKU-00045,13,841.00,74.27,Newcastle,R-28,1.93
INV-102201,2025-07-07,C-319,SKU-00031,11,336.00,77.11,Perth,R-27,12.50
INV-102202,2024-01-02,C-397,SKU-00008,10,232.00,74.50,Melbourne,R-16,16.22
INV-102203,2024-06-05,C-188,SKU-00023,4,115.00,88.76,Perth,R-09,7.86
INV-102204,2025-02-06,C-320,SKU-00034,13,214.00,72.80,Sydney,R-22,20.84
INV-102205,2024-06-16,C-324,SKU-00048,1,553.00,78.36,Newcastle,R-13,13.35
INV-102206,2025-04-28,C-098,SKU-00042,12,292.00,81.72,Adelaide,R-16,7.72
INV-102207,2024-12-02,C-331,SKU-00051,3,246.00,76.23,Adelaide,R-23,19.88
INV-102208,2024-07-20,C-005,SKU-00030,13,439.00,85.15,Brisbane,R-18,39.53
INV-102209,2025-12-08,C-397,SKU-00026,22,405.00,79.20,Melbourne,R-27,1.84
INV-102210,2025-03-13,C-356,SKU-00040,21,257.00,76.12,Perth,R-16,31.96
INV-102211,2025-03-23,C-043,SKU-00027,16,107.00,87.68,Brisbane,R-22,16.81
INV-102212,2025-05-09,C-316,SKU-00037,14,831.00,83.16,Adelaide,R-13,3.44
INV-102213,2024-11-03,C-142,SKU-00001,22,569.00,82.06,Melbourne,R-15,31.21
INV-102214,2025-07-16,C-328,SKU-00003,19,237.00,86.83,Newcastle,R-19,12.84
INV-102215,2024-06-10,C-375,SKU-00019,21,357.00,89.04,Newcastle,R-22,10.03
INV-102216,2024-09-16,C-187,SKU-00018,21,268.00,72.45,Brisbane,R-15,15.68
INV-102217,2025-03-06,C-093,SKU-00029,20,291.00,84.60,Perth,R-26,18.35
INV-102218,2025-12-07,C-251,SKU-00043,2,320.00,77.44,Perth,R-19,32.24
INV-102219,2025-02-20,C-355,SKU-00012,8,822.00,81.52,Newcastle,R-21,27.25
INV-102220,2025-07-09,C-269,SKU-00050,24,201.00,66.46,Newcastle,R-21,10.52
INV-102221,2025-08-27,C-098,SKU-00031,2,336.00,78.90,Adelaide,R-03,39.28
INV-102222,2025-02-15,C-362,SKU-00042,4,292.00,78.72,Perth,R-07,20.05
INV-102223,2025-12-04,C-019,SKU-00001,4,569.00,72.28,Newcastle,R-15,8.51
INV-102224,2024-11-15,C-245,SKU-00055,12,703.00,75.96,Perth,R-18,25.38
INV-102225,2025-03-10,C-168,SKU-00013,5,52.00,78.30,Brisbane,R-12,20.59
INV-102226,2024-06-15,C-349,SKU-00029,12,291.00,80.52,Sydney,R-08,22.54
INV-102227,2025-03-06,C-256,SKU-00013,21,52.00,85.68,Sydney,R-28,24.55
INV-102228,2024-06-13,C-413,SKU-00058,9,513.00,73.17,Newcastle,R-04,30.45
INV-102229,2025-03-22,C-080,SKU-00051,14,246.00,75.60,Newcastle,R-20,28.24
INV-102230,2024-08-11,C-362,SKU-00031,17,336.00,72.88,Perth,R-12,19.88
INV-102231,2024-06-13,C-113,SKU-00031,5,336.00,83.05,Brisbane,R-11,44.32
INV-102232,2025-10-01,C-172,SKU-00043,22,320.00,82.94,Newcastle,R-16,13.94
INV-102233,2024-11-08,C-316,SKU-00046,19,711.00,86.07,Adelaide,R-05,22.90
INV-102234,2024-02-13,C-110,SKU-00008,19,232.00,74.67,Brisbane,R-07,21.65
INV-102235,2024-04-25,C-212,SKU-00007,8,284.00,71.52,Perth,R-11,24.28
INV-102236,2025-08-25,C-193,SKU-00019,13,357.00,84.63,Brisbane,R-12,0.37
INV-102237,2024-09-21,C-246,SKU-00007,23,284.00,82.34,Newcastle,R-14,27.93
INV-102238,2025-04-26,C-328,SKU-00021,10,453.00,83.80,Newcastle,R-22,6.76
INV-102239,2024-08-14,C-306,SKU-00042,12,292.00,84.24,Brisbane,R-15,5.67
INV-102240,2025-03-02,C-036,SKU-00001,13,569.00,65.66,Melbourne,R-17,18.26
INV-102241,2025-07-16,C-266,SKU-00020,2,702.00,83.24,Adelaide,R-11,28.35
INV-102242,2025-02-13,C-286,SKU-00031,2,336.00,71.82,Brisbane,R-25,36.52
INV-102243,2024-06-09,C-313,SKU-00029,16,291.00,76.00,Sydney,R-20,15.51
INV-102244,2024-03-28,C-353,SKU-00058,22,513.00,70.84,Adelaide,R-03,30.58
INV-102245,2024-03-23,C-389,SKU-00057,8,143.00,86.16,Perth,R-23,2.51
INV-102246,2024-09-08,C-095,SKU-00025,16,345.00,79.04,Sydney,R-14,1.10
INV-102247,2025-04-17,C-307,SKU-00029,24,291.00,71.04,Newcastle,R-15,5.63
INV-102248,2024-07-15,C-293,SKU-00008,2,232.00,82.14,Adelaide,R-04,44.78
INV-102249,2025-05-03,C-135,SKU-00030,24,439.00,86.64,Newcastle,R-20,28.20
INV-102250,2024-11-23,C-230,SKU-00037,19,831.00,66.60,Melbourne,R-13,10.09
INV-102251,2024-12-27,C-261,SKU-00039,2,204.00,84.48,Brisbane,R-06,9.53
INV-102252,2025-07-12,C-256,SKU-00052,17,834.00,87.21,Sydney,R-24,14.94
INV-102253,2024-11-18,C-248,SKU-00039,14,204.00,80.50,Newcastle,R-15,35.97
INV-102254,2025-09-24,C-007,SKU-00029,14,291.00,78.54,Adelaide,R-22,11.66
INV-102255,2025-11-27,C-337,SKU-00047,1,371.00,73.37,Sydney,R-17,28.03
INV-102256,2024-12-28,C-106,SKU-00012,12,822.00,71.04,Sydney,R-22,14.32
INV-102257,2024-03-15,C-021,SKU-00018,3,268.00,86.61,Adelaide,R-10,40.99
INV-102258,2025-05-17,C-358,SKU-00035,2,571.00,81.26,Melbourne,R-09,4.69
INV-102259,2024-01-23,C-375,SKU-00053,1,589.00,73.63,Newcastle,R-16,22.51
INV-102260,2025-11-19,C-102,SKU-00006,17,428.00,71.32,Adelaide,R-12,1.94
INV-102261,2025-07-10,C-415,SKU-00043,19,320.00,73.72,Melbourne,R-20,32.40
INV-102262,2024-12-21,C-408,SKU-00005,9,643.00,89.82,Brisbane,R-13,21.39
INV-102263,2024-07-28,C-354,SKU-00047,16,371.00,76.48,Perth,R-01,30.98
INV-102264,2024-04-19,C-042,SKU-00040,12,257.00,85.20,Sydney,R-16,24.63
INV-102265,2024-10-11,C-372,SKU-00001,22,569.00,80.74,Melbourne,R-13,4.35
INV-102266,2025-10-20,C-016,SKU-00036,7,224.00,70.63,Brisbane,R-13,7.50
INV-102267,2025-10-24,C-052,SKU-00013,4,52.00,77.32,Newcastle,R-19,26.14
INV-102268,2025-12-13,C-312,SKU-00041,19,612.00,75.05,Perth,R-04,22.60
INV-102269,2025-06-02,C-320,SKU-00045,4,841.00,86.32,Sydney,R-20,23.43
INV-102270,2025-05-28,C-399,SKU-00048,6,553.00,76.23,Perth,R-16,38.34
INV-102271,2025-03-21,C-301,SKU-00027,12,107.00,76.56,Melbourne,R-20,20.28
INV-102272,2024-05-01,C-197,SKU-00053,13,589.00,78.39,Melbourne,R-08,17.50
INV-102273,2025-05-28,C-010,SKU-00012,21,822.00,73.92,Perth,R-23,4.40
INV-102274,2024-11-01,C-351,SKU-00034,18,214.00,86.40,Adelaide,R-02,35.74
INV-102275,2025-11-25,C-214,SKU-00014,22,632.00,83.16,Perth,R-09,33.78
INV-102276,2025-01-28,C-321,SKU-00029,19,291.00,85.88,Sydney,R-11,2.44
INV-102277,2024-04-28,C-296,SKU-00047,4,371.00,86.40,Newcastle,R-16,14.66
INV-102278,2024-03-24,C-314,SKU-00030,2,439.00,83.92,Newcastle,R-08,41.40
INV-102279,2025-09-24,C-099,SKU-00042,17,292.00,73.10,Perth,R-20,8.07
INV-102280,2025-10-09,C-290,SKU-00005,5,643.00,79.90,Perth,R-10,18.23
INV-102281,2024-06-06,C-213,SKU-00044,7,183.00,78.89,Brisbane,R-19,8.10
INV-102282,2025-12-12,C-193,SKU-00038,6,427.00,84.78,Brisbane,R-23,1.93
INV-102283,2025-10-12,C-009,SKU-00041,10,612.00,72.90,Brisbane,R-19,33.24
INV-102284,2025-07-28,C-321,SKU-00052,19,834.00,83.98,Sydney,R-02,21.76
INV-102285,2025-07-02,C-044,SKU-00025,1,345.00,71.24,Brisbane,R-07,11.95
INV-102286,2025-02-10,C-374,SKU-00023,16,115.00,76.48,Newcastle,R-06,14.50
INV-102287,2024-11-17,C-098,SKU-00044,2,183.00,71.86,Adelaide,R-08,29.56
INV-102288,2024-03-12,C-396,SKU-00026,2,405.00,70.70,Adelaide,R-27,40.42
INV-102289,2024-07-09,C-042,SKU-00054,2,714.00,90.08,Sydney,R-08,36.42
INV-102290,2025-04-23,C-357,SKU-00016,14,574.00,72.77,Newcastle,R-01,17.84
INV-102291,2025-09-04,C-121,SKU-00041,10,612.00,89.10,Newcastle,R-15,7.39
INV-102292,2024-01-22,C-362,SKU-00044,2,183.00,77.24,Perth,R-08,36.68
INV-102293,2025-10-11,C-219,SKU-00007,12,284.00,73.80,Melbourne,R-05,31.63
INV-102294,2024-04-25,C-120,SKU-00057,13,143.00,85.93,Adelaide,R-01,6.65
INV-102295,2025-12-22,C-290,SKU-00058,14,513.00,82.60,Perth,R-12,40.23
INV-102296,2025-09-23,C-362,SKU-00009,4,761.00,70.92,Perth,R-21,12.11
INV-102297,2024-11-28,C-254,SKU-00032,12,60.00,71.76,Sydney,R-13,13.60
INV-102298,2025-12-07,C-065,SKU-00056,17,481.00,71.57,Adelaide,R-23,8.69
INV-102299,2025-04-04,C-004,SKU-00014,2,632.00,79.60,Perth,R-05,32.21
INV-102300,2025-07-16,C-345,SKU-00029,4,291.00,75.92,Sydney,R-28,2.57
INV-102301,2024-04-23,C-252,SKU-00022,7,477.00,78.40,Brisbane,R-15,31.92
INV-102302,2025-11-12,C-365,SKU-00052,10,834.00,76.20,Adelaide,R-13,7.46
INV-102303,2024-12-13,C-092,SKU-00032,22,60.00,73.04,Brisbane,R-10,28.20
INV-102304,2024-02-06,C-369,SKU-00036,14,224.00,72.80,Adelaide,R-10,28.44
INV-102305,2025-12-01,C-335,SKU-00026,19,405.00,71.06,Brisbane,R-22,39.60
INV-102306,2024-08-23,C-204,SKU-00014,6,632.00,74.76,Perth,R-21,41.31
INV-102307,2024-04-21,C-144,SKU-00016,12,574.00,81.12,Newcastle,R-26,39.52
INV-102308,2025-05-23,C-142,SKU-00048,5,553.00,72.45,Melbourne,R-27,41.87
INV-102309,2025-09-17,C-083,SKU-00019,6,357.00,73.74,Adelaide,R-24,36.47
INV-102310,2025-01-25,C-224,SKU-00058,9,513.00,71.21,Sydney,R-19,25.47
INV-102311,2024-11-13,C-417,SKU-00054,21,714.00,81.48,Perth,R-04,12.99
INV-102312,2025-12-07,C-369,SKU-00021,18,453.00,83.52,Adelaide,R-24,34.28
INV-102313,2025-06-13,C-150,SKU-00027,7,107.00,83.79,Brisbane,R-26,17.96
INV-102314,2025-10-17,C-087,SKU-00015,7,332.00,79.38,Melbourne,R-24,37.82
INV-102315,2024-01-15,C-326,SKU-00018,23,268.00,76.59,Adelaide,R-21,43.34
INV-102316,2024-10-23,C-172,SKU-00016,1,574.00,83.32,Newcastle,R-16,21.83
INV-102317,2025-06-04,C-026,SKU-00049,16,840.00,84.48,Melbourne,R-08,28.47
INV-102318,2025-08-27,C-105,SKU-00042,8,292.00,74.32,Sydney,R-15,22.59
INV-102319,2025-07-19,C-265,SKU-00026,13,405.00,89.57,Perth,R-23,30.27
INV-102320,2025-11-13,C-345,SKU-00022,8,477.00,70.29,Sydney,R-13,7.73
INV-102321,2024-09-16,C-057,SKU-00047,17,371.00,73.95,Sydney,R-15,38.68
INV-102322,2024-04-18,C-305,SKU-00057,9,143.00,85.32,Perth,R-18,20.04
INV-102323,2025-11-01,C-078,SKU-00046,23,711.00,73.83,Newcastle,R-15,37.24
INV-102324,2025-03-23,C-143,SKU-00019,8,357.00,84.16,Adelaide,R-09,24.93
INV-102325,2024-04-27,C-145,SKU-00031,5,336.00,71.40,Sydney,R-09,23.84
INV-102326,2025-12-07,C-003,SKU-00058,11,513.00,72.16,Newcastle,R-12,5.62
INV-102327,2024-02-28,C-217,SKU-00027,8,107.00,85.44,Newcastle,R-13,2.46
INV-102328,2024-05-01,C-179,SKU-00026,17,405.00,71.06,Newcastle,R-26,1.69
INV-102329,2025-02-06,C-316,SKU-00012,10,822.00,70.60,Adelaide,R-23,18.12
INV-102330,2025-03-25,C-211,SKU-00004,14,340.00,76.12,Newcastle,R-15,13.78
INV-102331,2025-11-26,C-107,SKU-00040,12,257.00,86.64,Melbourne,R-24,9.10
INV-102332,2025-06-17,C-171,SKU-00034,11,214.00,79.31,Sydney,R-22,3.47
INV-102333,2025-02-25,C-193,SKU-00003,11,237.00,81.95,Brisbane,R-08,23.74
INV-102334,2025-12-08,C-291,SKU-00029,15,291.00,71.85,Melbourne,R-15,19.89
INV-102335,2025-02-24,C-289,SKU-00010,18,27.00,72.72,Perth,R-20,31.56
INV-102336,2024-08-01,C-075,SKU-00043,8,320.00,82.64,Brisbane,R-15,12.06
INV-102337,2024-10-09,C-205,SKU-00049,11,840.00,90.64,Sydney,R-13,35.15
INV-102338,2024-10-01,C-160,SKU-00052,11,834.00,82.72,Melbourne,R-11,22.08
INV-102339,2024-03-07,C-240,SKU-00014,16,632.00,73.44,Adelaide,R-11,13.37
INV-102340,2025-12-22,C-360,SKU-00057,12,143.00,67.45,Melbourne,R-22,12.51
INV-102341,2025-02-05,C-224,SKU-00036,22,224.00,89.10,Sydney,R-03,0.20
INV-102342,2025-01-18,C-205,SKU-00020,16,702.00,76.48,Sydney,R-13,28.09
INV-102343,2025-06-06,C-408,SKU-00009,11,761.00,88.77,Brisbane,R-11,41.06
INV-102344,2024-05-14,C-188,SKU-00012,23,822.00,84.18,Perth,R-24,10.71
INV-102345,2024-05-04,C-357,SKU-00014,13,632.00,70.98,Newcastle,R-20,22.49
INV-102346,2025-02-13,C-080,SKU-00013,3,52.00,76.80,Newcastle,R-02,42.91
INV-102347,2024-02-19,C-189,SKU-00029,24,291.00,75.36,Brisbane,R-02,4.32
INV-102348,2025-06-05,C-264,SKU-00053,15,589.00,85.80,Brisbane,R-27,34.63
INV-102349,2024-05-14,C-354,SKU-00050,24,201.00,72.96,Perth,R-07,16.24
INV-102350,2024-01-27,C-040,SKU-00037,2,831.00,72.61,Melbourne,R-05,24.14
INV-102351,2025-04-04,C-096,SKU-00034,6,214.00,77.82,Melbourne,R-16,43.68
INV-102352,2025-06-15,C-106,SKU-00041,10,612.00,73.50,Sydney,R-14,39.53
INV-102353,2024-05-03,C-223,SKU-00015,19,332.00,71.44,Sydney,R-12,37.97
INV-102354,2025-07-06,C-410,SKU-00058,16,513.00,71.84,Brisbane,R-04,37.91
INV-102355,2024-03-07,C-043,SKU-00022,3,477.00,75.96,Brisbane,R-01,28.01
INV-102356,2025-10-09,C-250,SKU-00042,11,292.00,81.29,Perth,R-24,18.04
INV-102357,2024-08-04,C-043,SKU-00013,9,52.00,90.18,Brisbane,R-12,3.41
INV-102358,2025-09-15,C-074,SKU-00027,5,107.00,79.95,Adelaide,R-16,18.00
INV-102359,2025-03-01,C-273,SKU-00051,13,246.00,76.05,Sydney,R-18,15.27
INV-102360,2025-09-09,C-209,SKU-00003,22,237.00,68.41,Newcastle,R-01,27.28
INV-102361,2025-11-28,C-285,SKU-00018,4,268.00,86.44,Melbourne,R-09,0.99
INV-102362,2024-08-20,C-357,SKU-00030,22,439.00,72.38,Newcastle,R-26,42.40
INV-102363,2024-12-04,C-052,SKU-00050,2,201.00,74.36,Newcastle,R-25,13.70
INV-102364,2025-01-07,C-390,SKU-00055,1,703.00,71.33,Adelaide,R-17,14.54
INV-102365,2024-07-11,C-169,SKU-00033,13,111.00,72.15,Melbourne,R-26,9.92
INV-102366,2024-03-02,C-037,SKU-00012,1,822.00,82.23,Adelaide,R-12,25.56
INV-102367,2024-03-24,C-277,SKU-00034,9,214.00,72.36,Newcastle,R-06,41.33
INV-102368,2025-01-19,C-358,SKU-00018,10,268.00,79.20,Melbourne,R-05,20.88
INV-102369,2024-08-14,C-236,SKU-00028,11,722.00,80.96,Newcastle,R-03,19.74
INV-102370,2024-06-01,C-198,SKU-00030,8,439.00,72.28,Melbourne,R-19,26.55
INV-102371,2024-10-26,C-301,SKU-00036,16,224.00,80.80,Melbourne,R-06,44.28
INV-102372,2024-01-27,C-288,SKU-00012,8,822.00,71.68,Newcastle,R-28,36.31
INV-102373,2024-05-02,C-218,SKU-00008,19,232.00,80.94,Newcastle,R-14,42.49
INV-102374,2025-01-19,C-395,SKU-00019,4,357.00,82.28,Sydney,R-19,30.24
INV-102375,2024-09-03,C-177,SKU-00016,21,574.00,76.65,Newcastle,R-11,43.49
INV-102376,2024-03-13,C-306,SKU-00037,15,831.00,77.70,Brisbane,R-06,18.29
INV-102377,2025-11-07,C-187,SKU-00027,5,107.00,86.10,Brisbane,R-27,34.89
INV-102378,2025-09-01,C-408,SKU-00002,20,592.00,83.20,Brisbane,R-02,2.64
INV-102379,2025-03-09,C-146,SKU-00004,17,340.00,78.71,Perth,R-09,5.94
INV-102380,2025-12-17,C-405,SKU-00016,21,574.00,75.73,Brisbane,R-19,34.17
INV-102381,2024-08-01,C-395,SKU-00028,21,722.00,81.69,Sydney,R-26,0.03
INV-102382,2024-05-20,C-098,SKU-00049,23,840.00,79.81,Adelaide,R-25,38.53
INV-102383,2024-08-25,C-070,SKU-00023,11,115.00,82.17,Adelaide,R-24,22.88
INV-102384,2025-06-23,C-175,SKU-00052,16,834.00,77.12,Perth,R-26,26.54
INV-102385,2025-08-03,C-057,SKU-00054,24,714.00,88.56,Sydney,R-11,4.64
INV-102386,2025-05-19,C-297,SKU-00023,4,115.00,83.08,Perth,R-01,11.28
INV-102387,2025-10-09,C-416,SKU-00008,12,232.00,76.44,Melbourne,R-23,7.53
INV-102388,2025-10-13,C-056,SKU-00054,4,714.00,76.92,Adelaide,R-20,14.45
INV-102389,2025-04-13,C-085,SKU-00053,6,589.00,76.86,Newcastle,R-14,0.63
INV-102390,2024-07-26,C-167,SKU-00055,15,703.00,74.11,Sydney,R-28,44.53
INV-102391,2025-05-21,C-371,SKU-00041,21,612.00,77.91,Adelaide,R-04,17.79
INV-102392,2024-11-19,C-185,SKU-00001,9,569.00,76.77,Sydney,R-04,25.04
INV-102393,2024-03-02,C-287,SKU-00050,19,201.00,73.91,Melbourne,R-15,6.48
INV-102394,2024-06-25,C-344,SKU-00003,22,237.00,75.68,Melbourne,R-20,35.59
INV-102395,2024-10-20,C-222,SKU-00022,10,477.00,71.30,Melbourne,R-08,11.56
INV-102396,2024-04-14,C-007,SKU-00048,22,553.00,72.38,Adelaide,R-13,34.33
INV-102397,2024-11-05,C-195,SKU-00006,24,428.00,71.76,Melbourne,R-27,5.67
INV-102398,2025-08-22,C-265,SKU-00035,4,571.00,85.04,Perth,R-24,22.28
INV-102399,2025-03-24,C-419,SKU-00003,16,237.00,78.72,Brisbane,R-11,16.29
INV-102400,2024-11-22,C-153,SKU-00033,22,111.00,68.61,Perth,R-03,21.40
INV-102401,2025-01-26,C-010,SKU-00041,6,612.00,79.44,Perth,R-19,1.35
INV-102402,2025-01-05,C-111,SKU-00052,5,834.00,84.20,Adelaide,R-28,3.01
INV-102403,2024-04-10,C-019,SKU-00052,10,834.00,83.00,Newcastle,R-19,16.64
INV-102404,2025-01-26,C-261,SKU-00056,6,481.00,86.94,Brisbane,R-24,14.24
INV-102405,2024-09-15,C-282,SKU-00058,21,513.00,72.03,Adelaide,R-08,22.30
INV-102406,2025-03-05,C-024,SKU-00003,9,237.00,71.19,Melbourne,R-09,31.48
INV-102407,2025-03-20,C-204,SKU-00048,2,553.00,80.28,Perth,R-10,3.07
INV-102408,2025-06-22,C-101,SKU-00006,13,428.00,75.40,Newcastle,R-04,38.36
INV-102409,2024-04-11,C-358,SKU-00014,5,632.00,76.85,Melbourne,R-19,9.47
INV-102410,2024-11-18,C-007,SKU-00011,22,62.00,81.36,Adelaide,R-26,21.24
INV-102411,2024-09-26,C-270,SKU-00015,13,332.00,75.53,Newcastle,R-06,30.67
INV-102412,2025-03-05,C-342,SKU-00018,10,268.00,81.10,Melbourne,R-03,27.76
INV-102413,2024-06-19,C-325,SKU-00039,5,204.00,76.65,Sydney,R-06,29.45
INV-102414,2024-05-22,C-288,SKU-00046,22,711.00,78.10,Newcastle,R-24,27.91
INV-102415,2024-11-08,C-351,SKU-00032,6,60.00,80.22,Adelaide,R-25,22.08
INV-102416,2024-03-14,C-002,SKU-00028,19,722.00,85.69,Perth,R-09,17.19
INV-102417,2025-01-03,C-399,SKU-00042,4,292.00,85.00,Perth,R-20,44.61
INV-102418,2024-11-26,C-248,SKU-00036,9,224.00,84.42,Newcastle,R-03,8.24
INV-102419,2024-02-13,C-251,SKU-00004,7,340.00,80.22,Perth,R-27,30.87
INV-102420,2024-08-22,C-192,SKU-00014,1,632.00,82.30,Newcastle,R-28,27.91
INV-102421,2025-11-07,C-275,SKU-00005,13,643.00,70.46,Adelaide,R-22,12.22
INV-102422,2025-07-07,C-130,SKU-00049,6,840.00,77.28,Sydney,R-20,20.29
INV-102423,2025-11-22,C-195,SKU-00033,12,111.00,71.16,Melbourne,R-07,27.40
INV-102424,2024-01-25,C-325,SKU-00008,9,232.00,73.44,Sydney,R-07,35.69
INV-102425,2025-01-17,C-412,SKU-00047,18,371.00,82.26,Newcastle,R-04,44.47
INV-102426,2025-01-24,C-330,SKU-00039,1,204.00,72.23,Brisbane,R-22,9.22
INV-102427,2025-03-13,C-419,SKU-00033,20,111.00,76.20,Brisbane,R-23,11.92
INV-102428,2025-01-14,C-107,SKU-00003,8,237.00,84.24,Melbourne,R-24,24.63
INV-102429,2025-05-14,C-142,SKU-00036,17,224.00,77.01,Melbourne,R-05,15.75
INV-102430,2025-04-28,C-223,SKU-00035,8,571.00,65.21,Sydney,R-03,29.38
INV-102431,2025-11-22,C-350,SKU-00058,17,513.00,76.33,Perth,R-08,8.16
INV-102432,2025-09-21,C-320,SKU-00021,24,453.00,79.20,Sydney,R-21,36.76
INV-102433,2025-10-03,C-226,SKU-00036,7,224.00,74.20,Perth,R-26,7.44
INV-102434,2024-07-22,C-315,SKU-00054,5,714.00,88.45,Brisbane,R-13,21.97
INV-102435,2024-07-09,C-339,SKU-00058,9,513.00,73.89,Adelaide,R-06,17.23
INV-102436,2024-09-27,C-142,SKU-00033,9,111.00,76.95,Melbourne,R-27,37.22
INV-102437,2024-05-28,C-251,SKU-00050,11,201.00,71.83,Perth,R-09,11.51
INV-102438,2024-06-01,C-313,SKU-00037,12,831.00,90.36,Sydney,R-02,7.09
INV-102439,2024-02-10,C-010,SKU-00049,14,840.00,88.06,Perth,R-10,20.21
INV-102440,2024-06-27,C-304,SKU-00001,16,569.00,67.56,Melbourne,R-15,41.04
INV-102441,2024-01-19,C-262,SKU-00035,14,571.00,84.14,Adelaide,R-20,44.25
INV-102442,2025-12-04,C-091,SKU-00034,17,214.00,90.61,Brisbane,R-02,15.73
INV-102443,2025-02-24,C-074,SKU-00043,23,320.00,71.30,Adelaide,R-11,6.86
INV-102444,2025-07-12,C-046,SKU-00023,1,115.00,83.02,Perth,R-04,12.50
INV-102445,2025-09-04,C-302,SKU-00014,24,632.00,82.32,Adelaide,R-14,14.18
INV-102446,2025-06-15,C-216,SKU-00011,11,62.00,88.00,Brisbane,R-08,36.74
INV-102447,2025-12-19,C-271,SKU-00058,5,513.00,80.55,Brisbane,R-19,17.37
INV-102448,2024-02-05,C-221,SKU-00037,14,831.00,82.74,Newcastle,R-21,28.20
INV-102449,2025-05-28,C-149,SKU-00024,22,208.00,73.26,Perth,R-11,17.67
INV-102450,2025-09-27,C-104,SKU-00004,16,340.00,70.51,Melbourne,R-18,24.97
INV-102451,2025-05-13,C-328,SKU-00007,19,284.00,81.32,Newcastle,R-28,5.07
INV-102452,2024-12-04,C-088,SKU-00038,4,427.00,87.64,Adelaide,R-28,5.65
INV-102453,2025-06-08,C-073,SKU-00012,22,822.00,74.36,Melbourne,R-03,11.01
INV-102454,2025-10-18,C-309,SKU-00007,12,284.00,70.44,Adelaide,R-20,34.34
INV-102455,2025-02-24,C-155,SKU-00017,9,69.00,76.95,Perth,R-02,14.39
INV-102456,2025-09-22,C-209,SKU-00056,20,481.00,71.40,Newcastle,R-15,11.24
INV-102457,2025-06-12,C-167,SKU-00030,23,439.00,75.21,Sydney,R-12,36.74
INV-102458,2025-12-03,C-078,SKU-00004,11,340.00,75.79,Newcastle,R-04,17.12
INV-102459,2025-04-10,C-007,SKU-00035,16,571.00,86.40,Adelaide,R-18,3.55
INV-102460,2024-08-01,C-057,SKU-00045,8,841.00,70.21,Sydney,R-17,23.43
INV-102461,2024-03-05,C-410,SKU-00055,23,703.00,76.82,Brisbane,R-27,14.37
INV-102462,2024-07-13,C-291,SKU-00050,18,201.00,90.72,Melbourne,R-05,17.10
INV-102463,2024-04-08,C-200,SKU-00006,1,428.00,72.43,Newcastle,R-25,15.28
INV-102464,2024-03-05,C-144,SKU-00057,3,143.00,89.13,Newcastle,R-15,32.34
INV-102465,2024-03-20,C-266,SKU-00051,17,246.00,70.55,Adelaide,R-11,10.01
INV-102466,2024-01-09,C-083,SKU-00005,23,643.00,71.07,Adelaide,R-10,0.49
INV-102467,2024-08-26,C-043,SKU-00005,19,643.00,81.32,Brisbane,R-11,1.00
INV-102468,2024-09-11,C-065,SKU-00024,3,208.00,87.09,Adelaide,R-07,29.05
INV-102469,2025-06-16,C-378,SKU-00006,5,428.00,84.90,Melbourne,R-20,13.54
INV-102470,2025-12-27,C-389,SKU-00010,8,27.00,71.32,Perth,R-15,17.00
INV-102471,2025-01-12,C-331,SKU-00057,15,143.00,87.60,Adelaide,R-15,10.39
INV-102472,2025-07-20,C-175,SKU-00034,21,214.00,72.66,Perth,R-06,11.94
INV-102473,2024-07-14,C-390,SKU-00015,22,332.00,84.48,Adelaide,R-22,12.16
INV-102474,2024-10-15,C-261,SKU-00032,17,60.00,75.14,Brisbane,R-16,19.37
INV-102475,2025-09-16,C-257,SKU-00032,3,60.00,87.87,Brisbane,R-11,37.11
INV-102476,2024-06-16,C-305,SKU-00032,13,60.00,90.35,Perth,R-26,12.45
INV-102477,2025-01-02,C-254,SKU-00053,9,589.00,74.43,Sydney,R-09,18.03
INV-102478,2025-12-21,C-161,SKU-00029,20,291.00,76.20,Perth,R-20,16.98
INV-102479,2025-03-23,C-027,SKU-00058,11,513.00,74.58,Brisbane,R-20,17.39
INV-102480,2025-05-01,C-345,SKU-00038,22,427.00,64.77,Sydney,R-17,23.61
INV-102481,2025-11-19,C-223,SKU-00042,17,292.00,85.00,Sydney,R-10,41.16
INV-102482,2024-12-09,C-329,SKU-00030,8,439.00,79.12,Newcastle,R-05,35.64
INV-102483,2024-01-16,C-367,SKU-00020,11,702.00,70.73,Melbourne,R-10,26.27
INV-102484,2025-04-16,C-197,SKU-00041,1,612.00,82.90,Melbourne,R-22,32.83
INV-102485,2024-03-19,C-336,SKU-00036,15,224.00,71.55,Perth,R-13,26.85
